Entity,Code,Year,Other renewables,Bioenergy,Solar,Wind,Hydropower,Nuclear,Oil,Gas,Coal
World,OWID_WRL,2025,89.33,710.41,2778.64,2713.14,4434.97,2811.57,841.62,6921.14,10471.53
